Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Rabu,23,5,700.000,219,telur,364,453,251,200.000
Senin,22,5,500.000,313,gula,385,349,441,200.000
Jumat,28,10,500.000,157,telur,362,576,224,100.000
Minggu,16,2,600.000,388,beras,355,776,362,100.000
Rabu,15,7,400.000,298,susu,351,54,292,200.000
Sabtu,20,1,600.000,300,telur,348,109,310,200.000
Rabu,18,9,600.000,494,snack,307,165,265,150.000
Kamis,27,3,1.000.000,255,snack,339,926,422,130.000
Sabtu,15,9,700.000,459,beras,386,81,188,150.000
Kamis,3,2,600.000,214,snack,379,830,389,100.000
Jumat,13,0,1.000.000,227,telur,365,36,230,100.000
Sabtu,18,1,500.000,369,telur,367,347,109,200.000
Senin,15,11,400.000,240,gula,311,112,227,150.000
Minggu,19,5,700.000,231,telur,395,61,205,200.000
Rabu,2,7,600.000,389,snack,301,854,121,100.000
Rabu,1,2,500.000,191,susu,355,714,448,100.000
Selasa,16,11,700.000,439,gula,321,443,367,130.000
Jumat,27,0,500.000,370,telur,380,380,402,130.000
Minggu,23,2,400.000,141,beras,381,424,379,200.000
Rabu,3,8,700.000,139,snack,380,322,121,150.000
Kamis,18,10,700.000,462,beras,383,677,339,130.000
Selasa,10,2,700.000,171,beras,378,350,370,100.000
Sabtu,24,6,700.000,100,beras,307,631,365,150.000
Sabtu,13,7,1.000.000,353,snack,328,648,107,150.000
Rabu,8,8,500.000,191,beras,367,862,478,150.000
Jumat,2,0,500.000,164,beras,362,990,290,150.000
Rabu,18,3,500.000,173,snack,339,93,405,100.000
Rabu,9,10,400.000,490,gula,356,1,499,100.000
Senin,29,8,600.000,171,telur,303,573,343,130.000
Kamis,8,11,500.000,158,susu,301,201,256,200.000
Kamis,10,11,600.000,280,gula,363,80,136,200.000
Jumat,3,11,1.000.000,187,snack,373,814,167,150.000
Senin,18,7,600.000,134,telur,347,478,312,130.000
Senin,1,7,1.000.000,488,telur,371,774,101,200.000
Jumat,24,2,500.000,430,susu,317,2,498,100.000
Jumat,21,4,700.000,425,gula,375,220,404,150.000
Kamis,28,5,500.000,240,gula,398,356,305,200.000
Kamis,7,10,400.000,296,snack,326,126,337,200.000
Sabtu,5,8,500.000,273,snack,335,578,124,200.000
Kamis,13,9,700.000,217,susu,361,588,258,200.000
Selasa,19,10,1.000.000,302,gula,321,950,318,130.000
Sabtu,11,9,700.000,249,gula,378,737,156,130.000
Rabu,18,10,400.000,327,beras,302,653,230,100.000
Senin,23,11,1.000.000,416,beras,367,459,315,130.000
Jumat,26,10,1.000.000,494,telur,319,784,196,150.000
Minggu,22,4,700.000,498,snack,318,805,394,130.000
Minggu,9,7,600.000,354,telur,364,778,233,150.000
Kamis,29,7,1.000.000,354,telur,350,232,424,100.000
Kamis,23,11,1.000.000,400,snack,381,234,411,100.000
Jumat,18,11,400.000,168,susu,374,626,227,150.000
Minggu,19,9,500.000,150,telur,377,818,409,200.000
Minggu,30,10,500.000,231,beras,357,809,204,200.000
Sabtu,29,6,600.000,189,beras,336,276,390,130.000
Rabu,3,10,500.000,368,gula,386,393,300,150.000
Minggu,4,2,700.000,440,snack,362,274,192,150.000
Jumat,12,0,600.000,349,snack,366,200,484,130.000
Minggu,22,6,600.000,224,telur,372,582,111,200.000
Kamis,9,2,400.000,438,beras,356,787,339,200.000
Selasa,24,5,600.000,110,telur,366,866,439,100.000
Jumat,14,0,1.000.000,483,snack,383,319,340,150.000
Selasa,8,6,1.000.000,392,beras,310,650,231,150.000
Senin,25,1,400.000,355,snack,322,876,195,150.000
Selasa,16,5,600.000,463,snack,396,375,187,150.000
Senin,19,3,1.000.000,102,telur,396,913,290,200.000
Selasa,16,10,400.000,187,snack,379,819,449,130.000
Senin,28,6,500.000,233,telur,301,993,197,100.000
Rabu,14,2,400.000,204,gula,320,441,337,130.000
Selasa,12,10,600.000,381,susu,321,780,167,150.000
Kamis,27,4,400.000,189,telur,300,544,281,150.000
Selasa,6,9,600.000,237,snack,357,593,357,100.000
Minggu,24,3,1.000.000,158,susu,348,905,208,130.000
Sabtu,3,1,1.000.000,163,gula,351,574,303,150.000
Minggu,10,8,1.000.000,472,susu,355,254,443,150.000
Kamis,6,3,600.000,133,telur,320,84,440,200.000
Rabu,24,0,1.000.000,383,snack,322,868,143,100.000
Sabtu,11,9,400.000,366,snack,361,210,309,200.000
Selasa,12,1,600.000,300,snack,318,229,356,150.000
Senin,20,4,400.000,346,snack,355,337,450,100.000
Jumat,12,6,600.000,183,snack,306,332,269,150.000
Selasa,27,6,700.000,333,gula,358,203,170,100.000
Rabu,23,5,1.000.000,466,susu,390,350,148,200.000
Kamis,15,11,400.000,392,snack,339,995,286,150.000
Kamis,3,0,600.000,321,telur,336,383,267,100.000
Selasa,16,2,1.000.000,379,gula,395,17,293,150.000
Selasa,2,10,1.000.000,138,telur,311,443,368,130.000
Kamis,23,2,700.000,265,susu,323,591,113,130.000
Rabu,17,8,1.000.000,366,susu,378,656,173,200.000
Jumat,22,4,600.000,130,susu,394,188,115,130.000
Selasa,12,3,400.000,303,beras,395,702,174,130.000
Jumat,25,9,500.000,466,beras,320,121,436,130.000
Kamis,29,5,700.000,282,telur,322,586,306,130.000
Senin,11,5,700.000,127,beras,372,770,108,100.000
Selasa,24,1,600.000,480,snack,320,84,198,150.000
Selasa,24,7,400.000,426,telur,339,125,429,100.000
Jumat,13,9,500.000,166,beras,308,65,168,130.000
Minggu,22,11,400.000,478,snack,338,533,291,100.000
Minggu,27,9,500.000,262,gula,343,309,402,100.000
Kamis,12,6,400.000,162,snack,381,18,304,200.000
Jumat,17,2,500.000,434,gula,390,114,424,150.000
Sabtu,4,7,1.000.000,242,susu,388,616,151,130.000
Kamis,9,2,400.000,378,gula,369,559,159,100.000
Kamis,19,5,1.000.000,481,beras,379,593,348,100.000
Minggu,4,6,600.000,435,snack,372,897,212,200.000
Kamis,30,9,400.000,368,snack,389,910,478,100.000
Selasa,20,0,500.000,159,susu,310,756,355,200.000
Sabtu,25,0,1.000.000,116,gula,379,376,406,150.000
Jumat,6,6,600.000,413,telur,312,447,102,130.000
Rabu,24,2,700.000,375,telur,356,761,372,150.000
Senin,12,8,400.000,193,telur,395,508,484,150.000
Minggu,16,1,600.000,444,snack,348,196,165,130.000
Sabtu,19,11,1.000.000,456,beras,355,226,253,100.000
Sabtu,6,0,700.000,192,susu,314,557,485,100.000
Rabu,5,0,700.000,278,snack,349,269,130,100.000
Sabtu,16,4,1.000.000,233,susu,302,160,498,130.000
Senin,5,9,600.000,273,susu,356,490,393,150.000
Rabu,23,0,700.000,396,snack,396,879,134,130.000
Selasa,1,8,700.000,169,beras,354,601,215,130.000
Sabtu,29,4,700.000,363,telur,373,150,232,150.000
Senin,11,5,700.000,140,snack,395,628,102,100.000
Sabtu,15,0,500.000,296,snack,300,401,126,200.000
Senin,6,9,400.000,333,telur,324,842,390,130.000
Senin,24,11,600.000,138,beras,300,974,103,130.000
Rabu,27,11,1.000.000,365,snack,371,574,265,200.000
Minggu,6,10,700.000,435,gula,346,644,245,200.000
Selasa,25,7,600.000,322,telur,316,988,223,200.000
Rabu,25,9,600.000,192,gula,359,237,282,150.000
Kamis,3,10,400.000,205,telur,338,847,469,200.000
Minggu,22,9,600.000,451,beras,328,146,184,130.000
Senin,20,3,500.000,204,susu,333,972,370,130.000
Kamis,16,5,500.000,202,snack,316,353,496,200.000
Selasa,23,1,500.000,250,susu,359,996,335,130.000
Jumat,27,11,1.000.000,478,susu,310,750,483,100.000
Sabtu,17,4,1.000.000,256,snack,333,442,126,100.000
Selasa,9,7,1.000.000,442,susu,327,419,241,100.000
Minggu,29,5,400.000,328,snack,378,36,453,100.000
Senin,22,3,700.000,188,snack,378,711,148,150.000
Rabu,28,6,400.000,396,telur,324,701,323,200.000
Selasa,14,1,400.000,425,beras,343,968,187,150.000
Selasa,5,5,500.000,161,susu,347,153,485,130.000
Rabu,7,1,400.000,264,beras,382,872,429,130.000
Minggu,29,7,700.000,262,beras,336,830,228,100.000
Sabtu,30,10,600.000,341,gula,333,706,400,200.000
Rabu,24,4,600.000,292,telur,316,693,197,130.000
Rabu,4,9,600.000,327,susu,347,598,189,200.000
Selasa,7,7,700.000,255,susu,379,374,204,130.000
Rabu,7,0,1.000.000,414,susu,323,800,369,100.000
Minggu,14,5,700.000,194,beras,391,548,457,150.000
Sabtu,23,0,1.000.000,122,susu,353,458,422,130.000
Minggu,20,11,600.000,122,snack,343,613,140,130.000
Sabtu,25,4,700.000,162,gula,305,721,487,100.000
Jumat,6,3,1.000.000,312,gula,306,129,231,200.000
Rabu,13,10,1.000.000,135,telur,300,481,131,150.000
Kamis,5,4,400.000,499,susu,319,276,170,200.000
Senin,3,0,700.000,234,gula,309,315,423,130.000
Sabtu,11,5,700.000,158,beras,367,331,399,100.000
Rabu,10,1,500.000,241,gula,337,365,377,150.000
Jumat,4,8,600.000,181,telur,389,134,423,150.000
Jumat,12,5,700.000,335,beras,358,805,251,130.000
Senin,2,11,1.000.000,182,beras,350,976,474,100.000
Sabtu,16,11,600.000,438,telur,317,871,318,200.000
Sabtu,1,7,500.000,424,gula,329,17,112,100.000
Sabtu,17,11,500.000,392,telur,301,936,221,100.000
Selasa,21,1,700.000,408,telur,341,867,276,150.000
Selasa,28,1,700.000,418,telur,345,61,166,130.000
Sabtu,28,8,1.000.000,461,snack,310,999,236,130.000
Minggu,6,3,1.000.000,266,gula,342,925,209,150.000
Jumat,1,11,600.000,362,telur,396,707,427,100.000
Jumat,10,10,700.000,319,susu,372,4,121,130.000
Kamis,12,1,500.000,433,susu,314,553,492,200.000
Selasa,24,5,700.000,170,snack,356,428,417,150.000
Kamis,17,4,500.000,469,telur,328,107,357,150.000
Rabu,17,7,600.000,290,susu,324,439,161,150.000
Senin,27,2,700.000,127,gula,354,326,232,150.000
Sabtu,23,8,400.000,182,susu,360,791,380,150.000
Selasa,21,10,1.000.000,181,snack,327,908,165,130.000
Kamis,30,2,600.000,267,snack,342,745,179,150.000
Selasa,28,9,1.000.000,144,beras,362,281,495,150.000
Senin,1,1,1.000.000,267,susu,339,364,409,200.000
Senin,26,1,400.000,190,snack,362,400,477,200.000
Jumat,29,4,1.000.000,238,beras,385,840,356,100.000
Sabtu,12,1,700.000,423,susu,309,798,295,150.000
Kamis,3,4,400.000,319,beras,336,661,340,150.000
Rabu,15,6,700.000,210,telur,383,368,105,200.000
Sabtu,29,8,400.000,270,gula,314,855,456,150.000
Rabu,5,6,700.000,484,snack,368,699,385,150.000
Selasa,27,11,500.000,289,beras,391,423,450,200.000
Jumat,11,3,700.000,292,gula,307,533,266,130.000
Senin,5,5,1.000.000,102,susu,386,85,112,150.000
Sabtu,7,4,500.000,491,telur,310,683,168,130.000
Selasa,10,9,400.000,230,snack,343,296,272,130.000
Minggu,15,11,600.000,333,telur,314,29,240,150.000
Minggu,26,8,400.000,332,gula,330,384,410,130.000
Minggu,23,0,1.000.000,462,telur,391,581,261,200.000
Jumat,28,5,500.000,258,snack,381,103,361,200.000
Rabu,14,5,400.000,139,gula,331,518,106,130.000
Rabu,30,1,700.000,404,beras,312,974,305,200.000
Rabu,2,1,700.000,397,telur,387,957,491,100.000
Senin,4,3,500.000,107,gula,345,81,107,150.000
Rabu,8,3,500.000,498,susu,316,626,423,100.000
Jumat,17,2,700.000,407,susu,358,216,471,200.000
Kamis,27,10,600.000,299,susu,393,162,131,200.000
Jumat,3,11,500.000,433,snack,330,539,445,150.000
Senin,25,9,600.000,225,gula,308,565,415,150.000
Selasa,11,10,600.000,175,telur,300,643,100,130.000
Sabtu,2,5,1.000.000,394,gula,387,721,488,200.000
Selasa,2,0,600.000,180,beras,370,943,213,130.000
Selasa,8,2,700.000,109,telur,376,876,407,200.000
Rabu,23,2,700.000,497,beras,315,765,341,200.000
Rabu,9,11,700.000,242,susu,347,654,172,150.000
Sabtu,3,8,600.000,471,susu,305,230,103,150.000
Jumat,24,8,600.000,371,telur,368,108,270,130.000
Selasa,29,11,700.000,145,susu,324,812,194,130.000
Jumat,13,1,1.000.000,176,gula,346,962,465,200.000
Senin,26,8,600.000,405,beras,399,310,202,200.000
Rabu,10,0,700.000,282,gula,318,531,486,200.000
Senin,6,6,500.000,389,beras,377,769,411,200.000
Senin,15,8,1.000.000,231,susu,362,634,285,150.000
Selasa,5,2,1.000.000,322,gula,399,480,144,150.000
Kamis,21,5,1.000.000,410,beras,305,788,477,200.000
Rabu,15,11,700.000,484,gula,335,206,173,100.000
Minggu,30,10,600.000,112,telur,350,995,361,100.000
Sabtu,16,5,500.000,373,gula,354,485,209,150.000
Minggu,3,10,400.000,388,beras,311,68,140,150.000
Rabu,1,3,500.000,315,beras,358,419,333,130.000
Jumat,5,6,1.000.000,138,telur,328,230,424,100.000
Jumat,24,10,400.000,302,snack,387,787,223,100.000
Jumat,24,3,700.000,232,telur,373,112,185,150.000
Rabu,7,10,500.000,454,beras,371,719,461,130.000
Rabu,4,6,600.000,360,snack,313,188,431,200.000
Sabtu,9,4,400.000,244,susu,348,673,265,130.000
Selasa,5,11,600.000,235,susu,387,618,171,200.000
Kamis,16,8,500.000,308,gula,312,783,320,130.000
Jumat,8,5,600.000,490,gula,305,154,436,200.000
Kamis,2,0,500.000,374,snack,330,426,107,200.000
Senin,25,0,500.000,137,susu,341,485,428,200.000
Senin,18,11,700.000,112,susu,339,611,145,130.000
Minggu,7,1,600.000,368,beras,352,892,396,150.000
Sabtu,22,5,400.000,363,susu,330,976,351,100.000
Rabu,1,10,600.000,356,telur,389,859,477,150.000
Sabtu,29,1,700.000,385,gula,349,775,470,150.000
Kamis,17,4,700.000,204,gula,331,950,146,200.000
Minggu,23,0,500.000,166,susu,309,223,109,200.000
Selasa,25,0,1.000.000,221,gula,327,833,387,130.000
Minggu,6,7,500.000,488,beras,362,516,182,130.000
Sabtu,17,4,1.000.000,230,gula,321,986,366,200.000
Jumat,25,3,600.000,394,gula,395,508,141,150.000
Minggu,6,8,400.000,462,snack,391,431,223,100.000
Jumat,1,5,500.000,120,beras,333,410,161,100.000
Senin,28,4,600.000,179,telur,369,374,466,100.000
Jumat,20,2,700.000,244,telur,368,765,444,150.000
Jumat,4,2,400.000,311,telur,345,697,492,200.000
Rabu,1,8,700.000,338,beras,343,151,425,130.000
Rabu,1,3,700.000,205,snack,373,260,232,100.000
Selasa,22,7,700.000,160,susu,342,337,161,130.000
Rabu,16,2,600.000,429,beras,329,390,197,130.000
Rabu,26,3,700.000,402,gula,346,726,403,150.000
Rabu,30,8,400.000,117,beras,382,917,466,200.000
Rabu,28,8,700.000,309,susu,387,158,184,150.000
Sabtu,26,10,700.000,329,beras,375,578,300,200.000
Senin,19,4,400.000,273,telur,365,885,487,200.000
Sabtu,21,7,600.000,286,susu,366,884,218,100.000
Selasa,16,7,500.000,362,snack,307,121,459,100.000
Senin,2,1,700.000,367,snack,309,300,464,200.000
Kamis,30,3,500.000,430,telur,396,949,351,100.000
Jumat,4,10,500.000,288,beras,319,762,462,100.000
Minggu,7,7,1.000.000,127,susu,309,941,134,150.000
Jumat,20,6,400.000,374,gula,315,550,363,100.000
Rabu,14,4,700.000,401,gula,338,832,223,150.000
Senin,30,8,700.000,390,susu,339,566,121,100.000
Selasa,9,9,600.000,269,telur,316,577,172,200.000
Kamis,23,9,1.000.000,471,telur,348,812,137,150.000
Senin,3,6,700.000,336,snack,371,513,362,150.000
Jumat,18,8,1.000.000,236,telur,352,343,319,150.000
Rabu,15,10,500.000,190,susu,350,135,438,150.000
Sabtu,9,3,700.000,117,beras,330,117,437,200.000
Minggu,15,0,400.000,144,telur,338,671,444,100.000
Kamis,9,3,500.000,350,snack,380,901,421,100.000
Sabtu,5,4,500.000,382,beras,395,562,446,150.000
Senin,23,0,500.000,252,beras,371,602,358,100.000
Minggu,30,2,600.000,453,snack,322,984,195,200.000
Selasa,3,1,700.000,179,gula,329,737,136,200.000
Selasa,23,8,600.000,423,beras,333,859,360,150.000
Minggu,13,10,700.000,139,snack,399,394,286,130.000
Jumat,17,3,1.000.000,449,snack,316,691,367,150.000
Sabtu,27,11,700.000,458,susu,385,802,285,100.000
Jumat,7,5,400.000,193,snack,389,133,486,130.000
Kamis,5,5,1.000.000,198,gula,356,855,186,130.000
Rabu,13,11,1.000.000,253,susu,372,118,100,130.000
Rabu,25,8,500.000,325,telur,397,931,178,150.000
Selasa,6,0,600.000,294,beras,304,775,387,100.000
Jumat,21,7,600.000,327,telur,388,135,244,150.000
Minggu,28,9,400.000,480,beras,372,639,486,130.000
Minggu,15,9,700.000,229,beras,377,96,417,150.000
Jumat,9,6,1.000.000,469,beras,333,407,469,130.000
Rabu,4,9,400.000,354,telur,304,236,286,150.000
Senin,14,11,700.000,135,gula,354,452,339,100.000
Selasa,30,1,500.000,231,telur,397,974,455,100.000
Selasa,13,7,600.000,199,beras,301,2,368,100.000
Jumat,24,2,500.000,441,snack,353,886,479,150.000
Minggu,25,5,700.000,238,susu,311,467,469,200.000
Senin,1,2,1.000.000,170,gula,394,492,239,100.000
Kamis,6,1,400.000,101,snack,355,221,324,100.000
Selasa,19,6,400.000,204,susu,391,153,165,130.000
Senin,30,4,500.000,258,snack,315,78,132,130.000
Jumat,7,3,400.000,207,gula,378,66,192,130.000
Jumat,7,3,400.000,239,beras,332,960,422,130.000
Sabtu,15,7,1.000.000,208,susu,304,1,218,200.000
Jumat,14,0,1.000.000,153,beras,371,138,373,200.000
Jumat,13,11,1.000.000,497,telur,353,407,153,100.000
Jumat,8,1,500.000,315,beras,386,182,306,200.000
Selasa,15,9,500.000,279,snack,390,949,247,150.000
Kamis,19,8,600.000,366,susu,308,374,331,100.000
Jumat,16,0,700.000,310,susu,303,683,435,150.000
Selasa,19,2,1.000.000,403,susu,383,417,463,130.000
Sabtu,10,11,1.000.000,153,beras,385,291,268,100.000
Sabtu,9,2,1.000.000,297,beras,372,392,496,100.000
Kamis,7,8,1.000.000,446,beras,306,49,278,100.000
Kamis,7,1,1.000.000,431,snack,388,298,380,200.000
Selasa,6,10,700.000,377,beras,335,787,482,200.000
Rabu,26,7,500.000,424,snack,355,788,339,150.000
Sabtu,23,4,600.000,308,beras,351,600,462,100.000
Minggu,21,10,600.000,115,snack,376,861,216,150.000
Selasa,22,2,700.000,379,susu,341,855,382,100.000
Senin,21,8,400.000,395,susu,390,709,401,200.000
Rabu,20,9,400.000,198,snack,364,864,309,130.000
Selasa,10,4,700.000,255,gula,312,594,414,150.000
Selasa,6,10,700.000,214,snack,304,812,106,130.000
Rabu,13,4,1.000.000,354,susu,363,648,363,130.000
Minggu,19,5,500.000,359,snack,319,904,488,150.000
Jumat,16,7,400.000,271,beras,389,256,475,130.000
Rabu,2,9,400.000,196,gula,393,833,486,100.000
Jumat,14,0,400.000,109,susu,376,296,473,200.000
Minggu,10,8,700.000,264,susu,300,1,135,200.000
Kamis,14,11,600.000,144,beras,341,286,471,150.000
Selasa,29,9,700.000,210,gula,342,755,153,200.000
Kamis,7,3,400.000,235,snack,327,951,263,200.000
Jumat,5,3,700.000,290,susu,327,834,387,100.000
Rabu,3,9,700.000,374,telur,361,233,418,100.000
Sabtu,18,5,1.000.000,137,susu,386,730,232,200.000
Senin,12,10,400.000,332,telur,336,159,469,200.000
Senin,26,0,700.000,285,telur,365,732,416,200.000
Rabu,10,11,500.000,207,susu,360,479,361,150.000
Rabu,26,3,1.000.000,269,telur,381,531,229,100.000
Jumat,14,5,400.000,357,telur,375,18,384,130.000
Kamis,12,2,1.000.000,206,gula,329,506,425,150.000
Minggu,7,3,500.000,433,beras,380,676,466,200.000
Selasa,16,5,600.000,233,susu,378,581,401,100.000
Rabu,12,0,700.000,156,susu,373,128,391,100.000
Kamis,4,11,600.000,279,gula,323,301,191,100.000
Rabu,4,3,700.000,320,beras,380,970,220,200.000
Kamis,25,10,500.000,427,snack,319,977,223,100.000
Rabu,13,2,600.000,276,beras,371,336,473,100.000
Rabu,4,9,500.000,170,beras,385,269,333,130.000
Minggu,21,1,400.000,175,beras,360,488,433,100.000
Jumat,29,5,600.000,399,telur,325,292,356,130.000
Kamis,22,6,600.000,141,beras,350,438,484,130.000
Rabu,11,5,700.000,247,snack,314,669,229,150.000
Selasa,20,1,500.000,410,susu,305,451,312,100.000
Kamis,2,4,1.000.000,100,telur,396,557,138,130.000
Selasa,24,9,400.000,244,gula,383,626,444,100.000
Jumat,26,1,600.000,439,susu,399,809,243,200.000
Jumat,5,8,500.000,409,telur,365,159,349,200.000
Rabu,18,7,500.000,108,susu,310,231,245,150.000
Jumat,29,10,700.000,487,susu,347,804,402,150.000
Sabtu,28,11,500.000,171,snack,338,124,120,130.000
Jumat,8,11,400.000,110,snack,317,287,210,150.000
Kamis,30,6,600.000,485,susu,344,181,238,200.000
Selasa,18,2,500.000,257,beras,315,586,258,100.000
Kamis,7,4,400.000,135,snack,355,311,454,130.000
Kamis,4,9,500.000,217,beras,333,929,409,130.000
Kamis,30,9,400.000,326,beras,359,127,359,130.000
Senin,5,6,700.000,124,snack,380,191,448,100.000
Senin,16,10,500.000,240,gula,326,444,241,150.000
Rabu,12,7,400.000,329,beras,312,817,292,130.000
Sabtu,6,2,600.000,146,susu,350,668,483,200.000
Sabtu,15,1,600.000,191,susu,391,584,395,100.000
Kamis,25,0,600.000,459,telur,317,822,493,130.000
Senin,2,11,1.000.000,372,snack,372,699,404,200.000
Kamis,10,8,500.000,349,snack,355,180,409,100.000
Senin,30,7,600.000,369,beras,392,60,460,130.000
Kamis,12,2,400.000,154,susu,361,446,118,150.000
Rabu,1,8,1.000.000,226,gula,385,735,239,200.000
Kamis,12,9,400.000,459,beras,370,170,380,100.000
Senin,25,2,600.000,204,susu,342,648,440,150.000
Selasa,17,11,700.000,490,susu,325,573,252,200.000
Rabu,25,2,500.000,155,susu,367,708,318,130.000
Senin,19,5,500.000,208,snack,364,756,320,150.000
Sabtu,8,6,600.000,406,beras,353,906,468,100.000
Kamis,1,2,1.000.000,493,susu,339,17,108,150.000
Sabtu,10,10,500.000,298,susu,322,309,438,200.000
Sabtu,18,4,1.000.000,232,telur,374,648,112,200.000
Selasa,11,5,700.000,297,telur,311,828,421,100.000
Rabu,2,0,400.000,376,susu,389,159,235,150.000
Senin,18,10,1.000.000,438,susu,344,702,393,130.000
Selasa,13,11,600.000,209,telur,366,113,392,200.000
Rabu,3,1,500.000,116,susu,310,351,373,130.000
Sabtu,26,3,500.000,290,susu,388,764,116,130.000
Minggu,24,7,400.000,181,susu,363,341,295,100.000
Kamis,14,6,700.000,202,susu,310,751,288,150.000
Kamis,5,0,500.000,484,telur,354,39,490,130.000
Selasa,1,2,400.000,340,susu,334,194,341,130.000
Kamis,2,1,500.000,272,telur,332,904,441,100.000
Senin,12,8,700.000,284,snack,399,2,278,130.000
Selasa,21,3,700.000,331,beras,350,38,290,200.000
Sabtu,20,8,1.000.000,374,susu,341,60,205,130.000
Minggu,1,8,1.000.000,372,snack,371,95,381,130.000
Selasa,19,4,700.000,344,susu,387,85,447,100.000
Minggu,8,11,600.000,160,gula,350,673,267,100.000
Kamis,15,2,600.000,487,gula,329,32,390,100.000
Senin,21,11,1.000.000,478,beras,365,311,371,100.000
Jumat,18,11,500.000,309,beras,399,158,251,200.000
Kamis,19,11,600.000,447,telur,389,341,291,200.000
Minggu,30,3,600.000,276,beras,304,247,185,200.000
Senin,20,8,1.000.000,413,snack,390,846,388,130.000
Kamis,17,8,1.000.000,401,susu,365,113,218,200.000
Rabu,8,4,400.000,364,telur,300,168,116,130.000
Minggu,7,2,600.000,350,gula,363,424,402,200.000
Senin,22,2,500.000,216,telur,345,246,143,100.000
Jumat,13,1,400.000,120,gula,353,181,261,130.000
Selasa,9,6,700.000,407,gula,336,181,190,130.000
Jumat,25,9,500.000,127,susu,318,374,167,150.000
Sabtu,3,2,1.000.000,323,telur,320,545,386,130.000
Rabu,29,9,400.000,493,susu,315,550,323,100.000
Minggu,29,5,400.000,145,gula,375,945,372,150.000
Rabu,6,7,500.000,309,susu,311,981,416,130.000
Jumat,28,3,400.000,149,gula,330,449,421,200.000
Senin,23,7,600.000,149,susu,351,972,226,150.000
Jumat,30,7,500.000,301,beras,304,377,497,100.000
Selasa,27,11,400.000,319,susu,308,88,433,130.000
Minggu,29,5,400.000,153,telur,312,656,280,100.000
Senin,7,11,500.000,478,snack,395,36,215,200.000
Rabu,1,2,1.000.000,194,snack,313,612,368,130.000
